Company_Name,Rating_Date,Rating_Agency,Rating,Sector,Industry_Group,Security_Name,TotalAsset ,TotalEquity ,TotalDebt,Revenue,EBITDA,NetIncome,cashFromOperations,FreeCashFlow,quickRatio,currentRatio,cashRatio,debtEquityRatio,debtEbitdaRatio,ebitdaInterestExpense,grossProfitMargin,ebitdaMargin ,netProfitMargin,ROA,ROE,assetTurnover,payablesTurnover,receivablesTurnover,inventoryTurnover
Sinar Mas Agro Resources & Technology Tbk PT,05/06/2020,Fitch Nat,WD,Consumer Staples,Food,SMAR IJ Equity," 27,788 "," 10,933 "," 13,004 "," 36,198 "," 1,928 ", 899 ," 4,106 "," 2,818 ",0.4086,1.0751,0.0908,118.9453,6.7439,3.7627,10.8088,5.3271,2.4825,7.7574,3.1477,1.2679,17.952,9.7738,6.3801
Sinar Mas Agro Resources & Technology Tbk PT,04/23/2013,Fitch Nat,AA *,Consumer Staples,Food,SMAR IJ Equity," 16,247 "," 8,939 "," 3,149 "," 27,526 "," 3,560 "," 2,152 "," 3,406 "," 1,406 ",1.0804,2.0996,0.3383,35.227,0.8846,14.2357,23.7047,12.9328,7.8163,26.456,13.8946,1.7777,14.707,9.402,7.6177
Sinar Mas Agro Resources & Technology Tbk PT,04/22/2014,Fitch Nat,AA,Consumer Staples,Food,SMAR IJ Equity," 18,381 "," 6,485 "," 6,267 "," 23,935 "," 2,387 ", 893 ," 2,165 ", 401 ,0.3307,1.047,0.056,96.6387,2.625,9.7045,17.2185,9.9742,3.7288,11.581,5.1547,1.3824,12.3747,10.3914,6.5608
Sinar Mas Agro Resources & Technology Tbk PT,04/24/2012,Fitch Nat,AA,Consumer Staples,Food,SMAR IJ Equity," 14,722 "," 7,336 "," 2,927 "," 31,676 "," 2,712 "," 1,785 "," 1,109 ", 192 ,0.8769,1.8644,0.1138,39.9046,1.0795,9.8065,23.7456,8.5602,5.6343,27.1223,13.1242,2.3293,19.1134,12.2435,8.7174
Sinar Mas Agro Resources & Technology Tbk PT,03/27/2019,Fitch Nat,AA,Consumer Staples,Food,SMAR IJ Equity," 29,310 "," 12,249 "," 13,602 "," 37,392 "," 2,421 ", 597 , 773 ,-123 ,0.5517,1.491,0.0767,111.0417,5.6186,4.3927,12.3919,6.4742,1.5975,5.0263,2.1082,1.3197,17.627,9.5323,6.5933
Sinar Mas Agro Resources & Technology Tbk PT,04/11/2013,PEFIN,AA,Consumer Staples,Food,SMAR IJ Equity," 16,247 "," 8,939 "," 3,149 "," 27,526 "," 3,560 "," 2,152 "," 3,406 "," 1,406 ",1.0804,2.0996,0.3383,35.227,0.8846,14.2357,23.7047,12.9328,7.8163,26.456,13.8946,1.7777,14.707,9.402,7.6177
Sinar Mas Agro Resources & Technology Tbk PT,03/01/2022,PEFIN,AA,Consumer Staples,Food,SMAR IJ Equity," 40,345 "," 14,418 "," 19,739 "," 57,004 "," 5,290 "," 2,827 ", 651 ,-105 ,0.6826,1.4549,0.1763,136.9043,3.731,4.8838,19.2212,9.2807,4.9589,20.9994,7.501,1.5126,20.7922,8.5744,7.5121
Sinar Mas Agro Resources & Technology Tbk PT,04/11/2014,PEFIN,AA,Consumer Staples,Food,SMAR IJ Equity," 18,381 "," 6,485 "," 6,267 "," 23,935 "," 2,387 ", 893 ," 2,165 ", 401 ,0.3307,1.047,0.056,96.6387,2.625,9.7045,17.2185,9.9742,3.7288,11.581,5.1547,1.3824,12.3747,10.3914,6.5608
Sinar Mas Agro Resources & Technology Tbk PT,06/05/2012,PEFIN,AA,Consumer Staples,Food,SMAR IJ Equity," 14,722 "," 7,336 "," 2,927 "," 31,676 "," 2,712 "," 1,785 "," 1,109 ", 192 ,0.8769,1.8644,0.1138,39.9046,1.0795,9.8065,23.7456,8.5602,5.6343,27.1223,13.1242,2.3293,19.1134,12.2435,8.7174
Sinar Mas Agro Resources & Technology Tbk PT,12/11/2019,Fitch Nat,A,Consumer Staples,Food,SMAR IJ Equity," 29,310 "," 12,249 "," 13,602 "," 37,392 "," 2,421 ", 597 , 773 ,-123 ,0.5517,1.491,0.0767,111.0417,5.6186,4.3927,12.3919,6.4742,1.5975,5.0263,2.1082,1.3197,17.627,9.5323,6.5933
Sinar Mas Agro Resources & Technology Tbk PT,05/05/2020,Fitch Nat,A,Consumer Staples,Food,SMAR IJ Equity," 27,788 "," 10,933 "," 13,004 "," 36,198 "," 1,928 ", 899 ," 4,106 "," 2,818 ",0.4086,1.0751,0.0908,118.9453,6.7439,3.7627,10.8088,5.3271,2.4825,7.7574,3.1477,1.2679,17.952,9.7738,6.3801
Sinar Mas Agro Resources & Technology Tbk PT,01/23/2020,PEFIN,A,Consumer Staples,Food,SMAR IJ Equity," 27,788 "," 10,933 "," 13,004 "," 36,198 "," 1,928 ", 899 ," 4,106 "," 2,818 ",0.4086,1.0751,0.0908,118.9453,6.7439,3.7627,10.8088,5.3271,2.4825,7.7574,3.1477,1.2679,17.952,9.7738,6.3801
Sinar Mas Agro Resources & Technology Tbk PT,09/08/2016,PEFIN,A,Consumer Staples,Food,SMAR IJ Equity," 23,957 "," 7,623 "," 10,603 "," 36,230 "," 1,546 ",-386 , 489 ,"-1,377 ",0.4495,1.0791,0.1565,139.096,6.8601,3.6967,10.8723,4.2661,-1.0659,-4.9695,-1.7069,1.6013,21.7356,15.212,8.9774
Smartfren Telecom Tbk PT,12/10/2020,Fitch Nat,WD,Communication Services,Telecommunications,FREN IJ Equity," 27,650 "," 12,735 "," 8,472 "," 6,988 "," 1,381 ","-2,188 ",-59 ,"-1,334 ",0.045,0.29,0.0322,66.5197,6.1349,3.8352,#N/A N/A,19.7615,-31.3077,-17.3743,-8.2768,0.2644,#N/A N/A,93.0791,#N/A N/A
Smartfren Telecom Tbk PT,09/18/2019,Fitch Nat,WD,Communication Services,Telecommunications,FREN IJ Equity," 25,214 "," 12,448 "," 7,720 "," 5,490 ", 975 ,"-3,553 ","-1,180 ","-2,527 ",0.0781,0.3251,0.0664,62.021,7.922,1.7001,#N/A N/A,17.7504,-64.7071,-32.7544,-14.404,0.2226,#N/A N/A,61.8913,#N/A N/A
Smartfren Telecom Tbk PT,03/16/2009,PEFIN,D,Communication Services,Telecommunications,FREN IJ Equity," 4,762 ", 727 ," 2,963 ", 732 ,-84 ,"-1,069 ",-477 ,-744 ,0.3092,0.6518,0.2879,407.3609,#N/A N/A,-0.2328,#N/A N/A,-11.4474,-146.054,-84.713,-22.9897,0.1574,#N/A N/A,35.5234,#N/A N/A
Smartfren Telecom Tbk PT,10/02/2014,Fitch Nat,CCC,Communication Services,Telecommunications,FREN IJ Equity," 15,866 "," 3,050 "," 9,334 "," 2,429 ",-129 ,"-2,534 ",-858 ,"-1,257 ",0.1853,0.3636,0.1652,306.0364,#N/A N/A,-0.3319,#N/A N/A,-5.3313,-104.3363,-63.1003,-16.7791,0.1608,#N/A N/A,31.2362,#N/A N/A
Smartfren Telecom Tbk PT,10/02/2014,Fitch Nat,CCC,Communication Services,Telecommunications,FREN IJ Equity," 15,866 "," 3,050 "," 9,334 "," 2,429 ",-129 ,"-2,534 ",-858 ,"-1,257 ",0.1853,0.3636,0.1652,306.0364,#N/A N/A,-0.3319,#N/A N/A,-5.3313,-104.3363,-63.1003,-16.7791,0.1608,#N/A N/A,31.2362,#N/A N/A
Smartfren Telecom Tbk PT,09/18/2019,Fitch Nat,CCC,Communication Services,Telecommunications,FREN IJ Equity," 25,214 "," 12,448 "," 7,720 "," 5,490 ", 975 ,"-3,553 ","-1,180 ","-2,527 ",0.0781,0.3251,0.0664,62.021,7.922,1.7001,#N/A N/A,17.7504,-64.7071,-32.7544,-14.404,0.2226,#N/A N/A,61.8913,#N/A N/A
Smartfren Telecom Tbk PT,12/03/2008,PEFIN,CCC,Communication Services,Telecommunications,FREN IJ Equity," 4,537 "," 1,796 "," 2,372 ", 883 , 386 , 50 , 156 ,-377 ,3.0945,4.2684,3.0422,132.0518,6.1468,1.9094,#N/A N/A,43.7226,5.7046,2.9726,1.3349,0.234,2.5605,51.7561,0
Smartfren Telecom Tbk PT,10/03/2012,Fitch Nat,CC,Communication Services,Telecommunications,FREN IJ Equity," 12,297 "," 3,269 "," 5,905 ", 954 ,"-1,171 ","-2,400 ",-760 ,"-2,316 ",0.0837,0.2563,0.0733,180.632,#N/A N/A,-3.3693,#N/A N/A,-122.6584,-251.4784,#N/A N/A,-28.6044,0.1137,#N/A N/A,43.6028,#N/A N/A
Smartfren Telecom Tbk PT,10/30/2012,Fitch Nat,CC,Communication Services,Telecommunications,FREN IJ Equity," 12,297 "," 3,269 "," 5,905 ", 954 ,"-1,171 ","-2,400 ",-760 ,"-2,316 ",0.0837,0.2563,0.0733,180.632,#N/A N/A,-3.3693,#N/A N/A,-122.6584,-251.4784,#N/A N/A,-28.6044,0.1137,#N/A N/A,43.6028,#N/A N/A
Smartfren Telecom Tbk PT,10/21/2008,PEFIN,BBB,Communication Services,Telecommunications,FREN IJ Equity," 4,537 "," 1,796 "," 2,372 ", 883 , 386 , 50 , 156 ,-377 ,3.0945,4.2684,3.0422,132.0518,6.1468,1.9094,#N/A N/A,43.7226,5.7046,2.9726,1.3349,0.234,2.5605,51.7561,0
Smartfren Telecom Tbk PT,03/06/2007,PEFIN,BBB,Communication Services,Telecommunications,FREN IJ Equity," 3,006 "," 1,591 "," 1,138 ", 589 , 228 , 35 , 85 ,-15 ,1.956,2.1429,1.9239,71.4916,4.9985,3.172,#N/A N/A,38.6602,5.8847,2.9939,1.2898,0.2192,0.0512,45.8506,0
Solusi Tunas Pratama Tbk PT,05/08/2018,Fitch Nat,WD,Communication Services,Telecommunications,SUPR IJ Equity," 12,610 "," 4,093 "," 7,668 "," 1,908 "," 1,653 ", 331 ," 1,215 ", 899 ,1.2605,2.4829,0.3412,187.3312,4.64,2.9502,77.0068,86.5949,17.3416,7.542,2.4857,0.1433,8.1968,2.2282,10.2321
Solusi Tunas Pratama Tbk PT,02/03/2015,Fitch Nat,A,Communication Services,Telecommunications,SUPR IJ Equity," 12,895 "," 1,863 "," 9,627 "," 1,072 ", 888 ,-380 , 168 , 11 ,0.25,0.4043,0.2339,516.8245,10.8372,2.3737,91.5255,82.8701,-35.4437,-18.2877,-3.9565,0.1116,3.2556,7.2845,1.4947
Sona Topas Tourism Industry Tbk PT,04/30/2000,PEFIN,A,Consumer Discretionary,Retail,SONA IJ Equity, 354 , 115 , 189 , 163 , 24 , 19 , 31 , 11 ,1.2435,1.8657,1.2339,163.6709,7.9684,1.9245,46.7106,14.5421,11.631,17.244,5.3385,0.459,3.0611,162.1315,2.0435
Steel Pipe Industry of Indonesia PT,01/24/2019,Fitch Nat,WD,Materials,Metal Fabricate/Hardware,ISSP IJ Equity," 6,494 "," 2,915 "," 3,072 "," 4,468 ", 441 , 49 ,-375 ,-441 ,0.3496,1.4115,0.09,105.3754,6.9617,1.725,11.9012,9.8776,1.0906,1.6929,0.7635,0.7001,15.8696,6.4496,1.5517
Steel Pipe Industry of Indonesia PT,07/13/2018,Fitch Nat,BBB,Materials,Metal Fabricate/Hardware,ISSP IJ Equity," 6,269 "," 2,841 "," 2,591 "," 3,663 ", 418 , 9 , 743 , 539 ,0.3888,1.5053,0.0748,91.1912,6.2,1.5606,15.3586,11.408,0.2359,0.315,0.1403,0.595,11.3616,5.3236,1.2737
Steel Pipe Industry of Indonesia PT,09/17/2015,Fitch Nat,A,Materials,Metal Fabricate/Hardware,ISSP IJ Equity," 5,443 "," 2,305 "," 2,012 "," 3,368 ", 656 , 215 ,-191 ,-538 ,0.3755,1.3579,0.075,87.3059,3.0659,4.7718,16.7552,19.488,6.3808,10.1387,4.3693,0.6848,5.1272,4.0092,1.3537
Steel Pipe Industry of Indonesia PT,11/13/2023,PEFIN,A,Materials,Metal Fabricate/Hardware,ISSP IJ Equity," 7,406 "," 4,145 "," 2,621 "," 6,256 ", 764 , 306 ,-32 ,-135 ,0.4642,1.6884,0.0192,63.2311,3.4306,7.8788,12.1262,12.2107,4.8891,7.7125,4.2178,0.8627,16.5317,5.7409,1.7344
Steel Pipe Industry of Indonesia PT,09/07/2021,PEFIN,A,Materials,Metal Fabricate/Hardware,ISSP IJ Equity," 6,077 "," 3,335 "," 2,301 "," 3,776 ", 468 , 176 , 351 , 304 ,0.4198,1.4399,0.0275,69.0008,4.9125,2.2881,14.7826,12.4083,4.657,5.4656,2.8129,0.604,29.2056,4.585,1.4122
Sumber Alfaria Trijaya Tbk PT,04/12/2021,Fitch Nat,NR,Consumer Staples,Food,AMRT IJ Equity," 25,868 "," 8,014 "," 4,683 "," 75,827 "," 4,734 "," 1,061 "," 6,342 "," 2,850 ",0.3671,0.8847,0.253,58.4368,0.9892,12.4037,20.3258,6.2435,1.3999,14.6517,4.2578,3.0416,7.2202,46.8758,7.9403
Sumber Alfaria Trijaya Tbk PT,02/06/2022,Fitch Nat,AA,Consumer Staples,Food,AMRT IJ Equity," 27,370 "," 9,428 "," 3,067 "," 84,904 "," 6,126 "," 1,926 "," 6,138 "," 2,925 ",0.3072,0.8678,0.1997,32.5351,0.5007,19.023,20.6993,7.2152,2.2683,22.6363,7.2349,3.1896,7.3539,48.3796,8.2132
Sumber Alfaria Trijaya Tbk PT,05/18/2014,Fitch Nat,AA,Consumer Staples,Food,AMRT IJ Equity," 10,962 "," 2,604 "," 3,536 "," 34,897 "," 2,036 ", 538 ," 1,160 ",-87 ,0.2368,0.8207,0.0866,135.7978,1.7363,7.067,18.1084,5.8355,1.5427,20.0457,5.4089,3.5061,8.2497,42.1553,9.903
Sumber Alfaria Trijaya Tbk PT,12/17/2013,Fitch Nat,AA,Consumer Staples,Food,AMRT IJ Equity," 8,944 "," 3,254 "," 1,739 "," 27,177 "," 1,498 ", 481 ," 1,116 ",-51 ,0.3554,0.9757,0.2309,53.4378,1.1607,14.1073,16.1468,5.5123,1.7697,21.1712,6.3826,3.6065,8.0809,55.6219,11.2058
Sumber Global Energy PT,04/25/2024,PEFIN,A,Industrials,Mining,SGER IJ Equity," 4,519 "," 1,482 ", 757 ," 12,313 ", 971 , 688 ,-260 ,-334 ,0.2474,1.4998,0.1017,51.1063,0.7802,22.849,8.5943,7.8835,5.5872,56.5499,17.4388,3.1212,24.4901,35.056,#N/A N/A
Sumberdaya Sewatama PT,05/28/2020,PEFIN,CCC,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 1,814 ","-1,009 "," 1,359 ", 548 ,-35 ,-831 ,-114 ,-166 ,0.1762,0.2986,0.0757,#N/A N/A,#N/A N/A,-0.2832,6.3345,-6.3189,-151.6196,#N/A N/A,-35.3272,0.233,2.7619,2.338,17.4289
Sumberdaya Sewatama PT,09/04/2019,PEFIN,CCC,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 2,890 ",-157 ," 1,379 ", 758 , 97 ,-290 , 47 ,-90 ,1.3899,1.9779,0.7227,#N/A N/A,14.2038,0.7848,7.3018,12.8081,-38.2344,#N/A N/A,-9.8646,0.258,2.3398,2.4863,13.3307
Sumberdaya Sewatama PT,02/24/2017,PEFIN,BBB,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 3,121 ", 120 ," 1,427 "," 1,265 ", 323 ,-315 , 302 , 85 ,0.1418,0.2414,0.033,1189.4137,4.4152,1.818,20.968,25.5449,-24.9099,-76.0398,-8.9191,0.3581,0.8601,3.995,16.6049
Sumberdaya Sewatama PT,09/10/2018,PEFIN,BB,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 2,984 ",-68 ," 1,383 ", 996 , 574 ,-183 , 302 , 41 ,0.9435,1.7633,0.2119,#N/A N/A,2.407,4.306,14.4014,57.6488,-18.3235,#N/A N/A,-5.9808,0.3264,1.0959,3.1001,11.9287
Sumberdaya Sewatama PT,05/31/2017,PEFIN,BB,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 3,121 ", 120 ," 1,427 "," 1,265 ", 323 ,-315 , 302 , 85 ,0.1418,0.2414,0.033,1189.4137,4.4152,1.818,20.968,25.5449,-24.9099,-76.0398,-8.9191,0.3581,0.8601,3.995,16.6049
Sumberdaya Sewatama PT,04/25/2017,PEFIN,BB,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 3,121 ", 120 ," 1,427 "," 1,265 ", 323 ,-315 , 302 , 85 ,0.1418,0.2414,0.033,1189.4137,4.4152,1.818,20.968,25.5449,-24.9099,-76.0398,-8.9191,0.3581,0.8601,3.995,16.6049
Sumberdaya Sewatama PT,05/08/2019,PEFIN,B,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 2,890 ",-157 ," 1,379 ", 758 , 97 ,-290 , 47 ,-90 ,1.3899,1.9779,0.7227,#N/A N/A,14.2038,0.7848,7.3018,12.8081,-38.2344,#N/A N/A,-9.8646,0.258,2.3398,2.4863,13.3307
Sumberdaya Sewatama PT,10/12/2022,PEFIN,B,Consumer Discretionary,Commercial Services,0342810D IJ Equity," 1,126 ","-1,863 "," 1,562 ", 414 ,-95 ,-431 ,-27 ,-51 ,0.4986,1.0201,0.2136,#N/A N/A,#N/A N/A,-0.8872,7.4931,-22.9424,-104.1485,#N/A N/A,-33.3714,0.3204,4.2118,3.1068,11.9594
Summarecon Agung Tbk PT,07/09/2008,Fitch Nat,NR,Real Estate,Real Estate,SMRA IJ Equity," 3,029 "," 1,511 ", 852 ," 1,027 ", 342 , 160 , 97 ,-331 ,2.4351,5.261,1.6209,56.3484,2.4873,4.9589,51.1873,33.3277,15.5602,12.885,6.1226,0.3935,4.6851,9.8607,1.0978
Summarecon Agung Tbk PT,07/09/2008,Fitch Nat,NR,Real Estate,Real Estate,SMRA IJ Equity," 3,029 "," 1,511 ", 852 ," 1,027 ", 342 , 160 , 97 ,-331 ,2.4351,5.261,1.6209,56.3484,2.4873,4.9589,51.1873,33.3277,15.5602,12.885,6.1226,0.3935,4.6851,9.8607,1.0978
Summarecon Agung Tbk PT,05/19/2006,Fitch Nat,BBB,Real Estate,Real Estate,SMRA IJ Equity," 1,865 ", 839 , 263 , 798 , 278 , 151 , 284 , 180 ,0.8731,2.8091,0.768,31.3361,0.9442,5.0995,51.3325,34.8786,18.9502,20.3645,9.0444,0.4773,10.5075,30.3816,1.1986
Summarecon Agung Tbk PT,05/19/2006,Fitch Nat,BBB,Real Estate,Real Estate,SMRA IJ Equity," 1,865 ", 839 , 263 , 798 , 278 , 151 , 284 , 180 ,0.8731,2.8091,0.768,31.3361,0.9442,5.0995,51.3325,34.8786,18.9502,20.3645,9.0444,0.4773,10.5075,30.3816,1.1986
Summarecon Agung Tbk PT,05/09/2003,PEFIN,BBB,Real Estate,Real Estate,SMRA IJ Equity, 950 , 436 , 151 , 294 , 145 , 85 , 139 ,-51 ,0.4906,1.6495,0.3824,34.5752,1.0406,29.7716,62.4332,49.3398,28.9953,21.3731,10.1945,0.3516,1.7972,20.3048,0.4704
Summarecon Agung Tbk PT,07/20/2006,PEFIN,BBB,Real Estate,Real Estate,SMRA IJ Equity," 1,865 ", 839 , 263 , 798 , 278 , 151 , 284 , 180 ,0.8731,2.8091,0.768,31.3361,0.9442,5.0995,51.3325,34.8786,18.9502,20.3645,9.0444,0.4773,10.5075,30.3816,1.1986
Summarecon Agung Tbk PT,09/12/2018,PEFIN,A,Real Estate,Real Estate,SMRA IJ Equity," 21,663 "," 8,354 "," 7,086 "," 5,641 "," 1,679 ", 362 ,-370 ,-842 ,0.339,1.4593,0.2362,84.828,4.2215,2.7578,45.511,29.759,6.4187,5.6781,1.7049,0.2656,58.3319,9.5243,0.511
Summarecon Agung Tbk PT,05/06/2010,PEFIN,A,Real Estate,Real Estate,SMRA IJ Equity," 4,460 "," 1,725 ", 997 ," 1,198 ", 352 , 167 , 573 , 515 ,3.3912,8.5193,3.1723,57.7804,2.8281,2.8746,50.4654,29.4229,13.9721,10.1822,4.1369,0.2961,10.6057,18.226,0.8682
Summarecon Agung Tbk PT,08/13/2007,PEFIN,A,Real Estate,Real Estate,SMRA IJ Equity," 2,192 ", 977 , 542 , 965 , 293 , 168 ,-174 ,-328 ,0.5774,2.8029,0.3927,55.5187,1.8483,5.2832,43.4673,30.3945,17.4151,18.5449,8.2877,0.4759,5.9599,22.5869,1.1207
Summarecon Agung Tbk PT,04/01/2022,PEFIN,A,Real Estate,Real Estate,SMRA IJ Equity," 26,050 "," 11,230 "," 7,045 "," 5,568 "," 1,613 ", 324 ," 2,445 "," 1,924 ",0.4338,1.8698,0.3981,62.7327,4.3678,1.6371,46.5878,28.9688,5.8138,4.175,1.2701,0.2185,40.1342,22.0242,0.3225
Summarecon Agung Tbk PT,05/02/2012,PEFIN,A,Real Estate,Real Estate,SMRA IJ Equity," 8,099 "," 2,477 "," 1,140 "," 2,359 ", 607 , 392 , 749 , 150 ,3.0248,9.4084,2.9567,46.0328,1.8797,6.5679,44.3831,25.7112,16.6157,17.0292,5.5063,0.3314,12.8135,38.1154,0.6481
Surya Semesta Internusa Tbk PT,10/15/2012,PEFIN,A,Industrials,Real Estate,SSIA IJ Equity," 2,938 "," 1,201 ", 501 ," 2,879 ", 494 , 257 , 606 , 464 ,0.9983,1.6672,0.675,41.6952,1.0143,9.1765,27.1777,17.1517,8.9441,26.1528,9.6787,1.0821,9.7657,13.4137,284.7204
Surya Semesta Internusa Tbk PT,03/14/2018,PEFIN,A,Industrials,Real Estate,SSIA IJ Equity," 8,851 "," 4,477 "," 2,270 "," 3,274 "," 2,135 "," 1,178 ",-210 ,-567 ,0.5682,1.9262,0.447,50.7143,1.0634,8.9309,26.3865,65.2103,35.9884,34.0529,14.6859,0.4081,4.896,10.8422,5.979
Tamaris Hydro PT,02/15/2022,PEFIN,AAA,Energy,Energy-Alternate Sources,1699815D IJ Equity," 4,310 "," 2,056 "," 2,162 ", 487 , 197 ,-5 , 270 , 270 ,6.4205,6.9579,6.0541,105.162,10.9745,0.9856,54.2616,40.4241,-1.1276,-2.0825,-0.1255,0.1113,13.9359,10.8291,61.8866
TBS Energi Utama Tbk PT,11/08/2022,PEFIN,A,Energy,Coal,TOBA IJ Equity," 12,219 "," 5,044 "," 5,552 "," 6,620 "," 1,097 ", 688 , 370 , 257 ,0.9357,1.7405,0.573,110.0752,5.0869,3.3367,16.8161,16.5671,10.3923,18.5295,5.8997,0.5677,17.0013,16.3854,20.1795
Telekomunikasi Selular PT,08/15/2005,PEFIN,WR,Communication Services,Telecommunications,TELZ IJ Equity," 19,549 "," 13,877 "," 1,171 "," 14,765 "," 10,672 "," 5,473 "," 8,786 "," 3,364 ",0.9665,1.3726,0.9085,8.4398,0.1098,54.2101,86.562,72.2757,37.067,45.2528,31.3112,0.8447,12.3394,75.9412,27.8518
Telekomunikasi Selular PT,04/18/2019,Fitch Nat,WD,Communication Services,Telecommunications,TELZ IJ Equity," 82,650 "," 51,147 ", -   ," 89,246 "," 39,016 "," 25,536 "," 36,910 "," 36,910 ",0.8118,0.8118,0.8118,0,0,#N/A N/A,95.4474,43.7174,28.613,48.512,30.3282,1.0599,#N/A N/A,#N/A N/A,#N/A N/A
Telekomunikasi Selular PT,10/17/2006,Fitch Nat,AAA,Communication Services,Telecommunications,TELZ IJ Equity," 25,747 "," 17,740 ", 997 ," 21,133 "," 15,408 "," 8,647 "," 12,925 "," 4,419 ",0.3266,0.5022,0.2843,5.6216,0.0647,115.4317,87.0242,72.9104,40.9157,54.6952,38.1786,0.9331,18.8069,90.158,31.7855
Telkom Indonesia Persero Tbk PT,12/15/2000,PEFIN,AAA,Communication Services,Telecommunications,TLKM IJ Equity," 28,574 "," 13,549 "," 9,428 "," 9,386 "," 6,368 "," 2,404 "," 5,030 "," 4,139 ",1.6003,1.7484,1.3135,69.5841,1.4806,4.2672,#N/A N/A,67.8447,25.6103,20.4368,9.1715,0.3581,#N/A N/A,9.0532,#N/A N/A
Tianrong Chemicals Industry Tbk PT,08/18/2021,PEFIN,WR,Materials,Chemicals,TDPM IJ Equity," 4,863 "," 2,152 "," 1,965 "," 2,898 ", 182 ,-51 , 710 ,-529 ,0.5144,1.0316,0.01,91.3187,11.2792,0.9243,17.6848,6.2933,-1.7618,-2.3281,-0.993,0.5636,14.9133,2.1348,14.4842
Tianrong Chemicals Industry Tbk PT,05/27/2021,PEFIN,SD,Materials,Chemicals,TDPM IJ Equity," 4,863 "," 2,152 "," 1,965 "," 2,898 ", 182 ,-51 , 710 ,-529 ,0.5144,1.0316,0.01,91.3187,11.2792,0.9243,17.6848,6.2933,-1.7618,-2.3281,-0.993,0.5636,14.9133,2.1348,14.4842
Tianrong Chemicals Industry Tbk PT,04/28/2021,PEFIN,CCC,Materials,Chemicals,TDPM IJ Equity," 4,863 "," 2,152 "," 1,965 "," 2,898 ", 182 ,-51 , 710 ,-529 ,0.5144,1.0316,0.01,91.3187,11.2792,0.9243,17.6848,6.2933,-1.7618,-2.3281,-0.993,0.5636,14.9133,2.1348,14.4842
Tianrong Chemicals Industry Tbk PT,06/08/2018,PEFIN,A,Materials,Chemicals,TDPM IJ Equity," 2,892 "," 1,361 ", 949 ," 2,133 ", 272 , 90 ,-75 ,-80 ,1.113,1.4433,0.0308,69.7231,3.4324,3.5816,16.899,12.7648,4.2242,7.3289,3.2423,0.7675,9.8429,2.6385,10.1872
Tigaraksa Satria Tbk PT,05/22/2013,PEFIN,A,Consumer Staples,Food,TGKA IJ Equity," 2,356 ", 579 , 782 ," 7,499 ", 226 , 112 , 58 , 15 ,0.7175,1.3972,0.0698,135.1272,3.455,3.8037,9.7837,3.0188,1.4991,20.7474,5.1394,3.4284,12.7306,8.2814,8.6938
Timah Tbk PT,03/06/2013,PEFIN,AA,Materials,Mining,TINS IJ Equity," 6,101 "," 4,558 ", 299 ," 7,823 "," 1,073 ", 432 ," 1,424 ", 863 ,1.1888,4.0942,0.6985,6.5524,0.2784,46.3135,16.9261,13.7154,5.517,9.4278,6.8121,1.2347,18.5804,16.0317,3.1975
Timah Tbk PT,06/12/2020,PEFIN,A,Materials,Mining,TINS IJ Equity," 20,361 "," 5,258 "," 11,561 "," 19,342 ", 769 ,-611 ,"-2,862 ","-4,362 ",0.2692,1.0292,0.1337,219.8482,15.0286,1.0669,5.9144,3.9771,-3.1605,-10.7183,-3.4359,1.0872,12.5134,10.926,3.4304
Timah Tbk PT,06/22/2017,PEFIN,A,Materials,Mining,TINS IJ Equity," 9,549 "," 5,654 "," 1,733 "," 6,968 "," 1,481 ", 252 , 972 , 437 ,0.4524,1.711,0.1842,30.6578,1.1701,13.0928,15.7124,21.258,3.614,4.5686,2.675,0.7402,8.1636,11.0075,2.1706
Tirta Mahakam Resources Tbk PT,05/26/2003,PEFIN,BBB,Materials,Building Materials,TIRT IJ Equity, 441 , 147 , 201 , 380 , 31 , 11 , 10 ,-68 ,0.2127,1.0467,0.1165,136.1115,6.4471,2.0657,9.0538,8.1758,2.9501,8.9164,2.8874,0.9787,6.1052,19.1921,2.6137
Transkon Jaya Tbk Pt,08/23/2022,PEFIN,BBB,Industrials,Commercial Services,TRJA IJ Equity, 646 , 321 , 276 , 403 , 219 , 46 , 151 , 139 ,0.3933,0.8928,0.0811,86.0867,1.2603,8.1742,42.0406,54.4601,11.4239,15.3181,7.3475,0.6432,10.6899,7.1906,11.8893
Trikomsel Oke Tbk PT,11/10/2015,PEFIN,SD,Consumer Discretionary,Telecommunications,TRIO IJ Equity," 9,062 "," 2,374 "," 6,033 "," 10,778 ", 979 , 314 ,-192 ,-258 ,0.8177,2.5869,0.1877,254.1489,6.1614,1.8964,14.5816,9.0843,2.9171,14.7094,3.6338,1.2457,24.3108,5.389,3.7525
